<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VNM,20151203,59.6937,60.1790,58.7230,59.6937,383750
VNM,20151202,59.2084,60.1790,58.7230,59.6937,411960
VNM,20151201,60.1790,60.1790,58.7230,59.2084,1100600
VNM,20151130,60.1790,61.1496,59.6937,60.1790,840700
VNM,20151127,59.6937,61.6349,59.6937,60.1790,1118240
VNM,20151126,60.6643,61.1496,59.6937,59.6937,244790
VNM,20151125,59.6937,61.1496,58.2377,60.6643,951140
VNM,20151124,61.6349,62.1202,58.7230,59.6937,2567070
VNM,20151123,63.5762,64.5468,61.1496,61.6349,1692040
VNM,20151120,63.0909,64.5468,63.0909,63.5762,708850
VNM,20151119,64.0615,65.0321,63.0909,63.0909,966290
VNM,20151118,65.0321,65.5174,63.0909,64.0615,1392690
VNM,20151117,67.9440,67.9440,64.5468,65.0321,1871240
VNM,20151116,66.4881,67.9440,66.4881,67.9440,924150
VNM,20151113,64.0615,66.9734,64.0615,66.4881,988430
VNM,20151112,63.0909,64.0615,62.1202,64.0615,546030
VNM,20151111,62.1202,64.0615,61.6349,63.0909,833270
VNM,20151110,61.6349,62.6056,61.1496,62.1202,649930
VNM,20151109,62.6056,63.0909,61.1496,61.6349,733490
VNM,20151106,62.1202,64.5468,61.6349,62.6056,1660510
VNM,20151105,59.6937,62.6056,59.6937,62.1202,922470
VNM,20151104,59.6937,60.6643,59.6937,59.6937,444780
VNM,20151103,56.7818,60.1790,57.7524,59.6937,2358440
VNM,20151102,57.2671,57.7524,56.2965,56.7818,715500
VNM,20151030,57.7524,58.2377,56.7818,57.2671,592790
VNM,20151029,55.3258,57.7524,55.8112,57.7524,1151780
VNM,20151028,55.3258,56.2965,55.3258,55.3258,366330
VNM,20151027,54.8405,55.8112,54.8405,55.3258,393940
VNM,20151026,55.8112,56.7818,54.8405,54.8405,766000
VNM,20151023,55.3258,55.8112,54.8405,55.8112,571020
VNM,20151022,54.8405,55.3258,54.3552,55.3258,496060
VNM,20151021,54.3552,55.3258,53.8699,54.8405,725530
VNM,20151020,53.8699,55.8112,53.8699,54.3552,1153180
VNM,20151019,51.4433,54.3552,51.4433,53.8699,1296760
VNM,20151016,50.9580,52.4140,50.9580,51.4433,850360
VNM,20151015,51.4433,51.4433,50.4727,50.9580,416380
VNM,20151014,49.5021,52.8993,50.9580,51.4433,2049450
VNM,20151013,49.0168,49.5021,49.0168,49.5021,281090
VNM,20151012,49.0168,49.5021,48.5314,49.0168,349150
VNM,20151009,49.0168,49.9874,49.0168,49.0168,319980
VNM,20151008,49.5021,49.9874,49.0168,49.0168,408300
VNM,20151007,49.9874,49.9874,49.0168,49.5021,400070
VNM,20151006,49.9874,50.9580,49.5021,49.9874,378660
VNM,20151005,48.5314,50.4727,48.5314,49.9874,851310
VNM,20151002,49.0168,49.0168,48.5314,48.5314,158180
VNM,20151001,48.5314,49.0168,48.5314,49.0168,201320
VNM,20150930,48.5314,49.5021,48.5314,48.5314,129690
VNM,20150929,49.5021,49.5021,48.2888,48.5314,259210
VNM,20150928,49.0168,49.9874,49.0168,49.5021,365490
VNM,20150925,48.5314,49.0168,48.2888,49.0168,184590
VNM,20150924,49.0168,49.0168,48.5314,48.5314,262400
VNM,20150923,49.5021,50.4727,49.0168,49.0168,388170
VNM,20150922,48.0461,49.5021,48.0461,49.5021,666280
VNM,20150921,47.8035,48.2888,47.5608,48.0461,214630
VNM,20150918,47.3182,48.0461,47.5608,47.8035,224860
VNM,20150917,47.3182,47.5608,47.0755,47.3182,263860
VNM,20150916,47.3182,47.5608,47.0755,47.3182,163800
VNM,20150915,47.3182,47.8035,47.0755,47.3182,290770
VNM,20150914,47.8035,47.8035,47.3182,47.3182,148920
VNM,20150911,48.2888,48.5314,47.8035,47.8035,142810
VNM,20150910,47.3182,48.5314,47.3182,48.2888,273840
VNM,20150909,47.0755,47.5608,47.0755,47.3182,188690
VNM,20150908,47.0755,47.5608,46.8328,47.0755,367250
VNM,20150907,47.8035,47.8035,47.0755,47.0755,338230
VNM,20150904,48.0461,48.0461,47.5608,47.8035,137720
VNM,20150903,48.2888,48.5314,47.5608,48.0461,262480
VNM,20150901,48.5314,49.0168,48.2888,48.2888,296390
VNM,20150831,49.0168,49.9874,48.2888,48.5314,296400
VNM,20150828,48.2888,49.0168,48.0461,49.0168,451290
VNM,20150827,48.5314,49.0168,48.0461,48.2888,254220
VNM,20150826,46.5902,49.0168,46.8328,48.5314,484130
VNM,20150825,45.8622,47.8035,44.6489,46.5902,799280
VNM,20150824,49.0168,49.0168,45.6196,45.8622,1180510
VNM,20150821,49.5021,49.5021,47.5608,49.0168,696170
VNM,20150820,50.4727,50.4727,49.5021,49.5021,282500
VNM,20150819,49.9874,50.4727,49.0168,50.4727,387520
VNM,20150818,49.9874,50.4727,49.0168,49.9874,510930
VNM,20150817,50.9580,50.9580,49.5021,49.9874,387090
VNM,20150814,50.9580,51.9286,50.4727,50.9580,471740
VNM,20150813,49.9874,50.9580,49.5021,50.9580,612320
VNM,20150812,50.9580,50.9580,49.5021,49.9874,714920
VNM,20150811,51.9286,52.8993,50.9580,50.9580,438130
VNM,20150810,48.5314,51.9286,49.5021,51.9286,954290
VNM,20150807,47.0755,48.5314,47.0755,48.5314,609920
VNM,20150806,46.5902,47.8035,46.5902,47.0755,492470
VNM,20150805,45.7021,46.8328,46.1049,46.5902,433800
VNM,20150804,46.4817,46.4817,45.7004,45.7004,502300
VNM,20150803,46.8723,46.8723,46.0910,46.4817,270000
VNM,20150731,46.4817,47.2629,46.0910,46.8723,403180
VNM,20150730,47.2629,47.2629,46.4817,46.4817,220450
VNM,20150729,47.2629,47.6535,46.8723,47.2629,275430
VNM,20150728,47.6535,48.0441,47.2629,47.2629,341670
VNM,20150727,47.6535,47.6535,46.8723,47.6535,325470
VNM,20150724,47.6535,48.0441,47.2629,47.6535,406120
VNM,20150723,46.4817,48.4347,46.8723,47.6535,1141320
VNM,20150722,45.7004,46.4817,45.3098,46.4817,490550
VNM,20150721,45.3098,45.7004,45.3098,45.7004,107860
VNM,20150720,45.7004,45.7004,44.9192,45.3098,189980
VNM,20150717,45.7004,46.0910,45.3098,45.7004,304130
VNM,20150716,46.0910,46.0910,45.3098,45.7004,272910
VNM,20150715,46.0910,46.4817,45.7004,46.0910,363400
VNM,20150714,45.7004,46.0910,45.3098,46.0910,311610
VNM,20150713,44.9192,45.7004,45.3098,45.7004,735240
VNM,20150710,44.9192,45.3098,44.5286,44.9192,178760
VNM,20150709,44.9192,45.3098,44.5286,44.9192,171970
VNM,20150708,45.7004,45.7004,44.5286,44.9192,271740
VNM,20150707,45.3098,45.7004,44.9192,45.7004,218990
VNM,20150706,44.9192,46.0910,44.9192,45.3098,634580
VNM,20150703,44.5286,44.9192,44.1380,44.9192,138790
VNM,20150702,44.5286,44.9192,44.1380,44.5286,158820
VNM,20150701,44.1380,44.9192,44.1380,44.5286,365250
VNM,20150630,44.5286,44.5286,43.7474,44.1380,370020
VNM,20150629,44.5286,44.9192,44.1380,44.5286,310320
VNM,20150626,43.3568,45.3098,42.9662,44.5286,1019860
VNM,20150625,42.5756,43.3568,42.1850,43.3568,258240
VNM,20150624,43.3568,43.3568,42.5756,42.5756,245100
VNM,20150623,43.7474,44.1380,42.9662,43.3568,251260
VNM,20150622,41.7944,43.7474,42.1850,43.7474,736130
VNM,20150619,41.4038,42.1850,41.4038,41.7944,499620
VNM,20150618,41.0132,41.4038,41.0132,41.4038,117570
VNM,20150617,41.0132,41.4038,40.6226,41.0132,101620
VNM,20150616,41.4038,41.4038,40.6226,41.0132,74940
VNM,20150615,41.4038,41.4038,41.0132,41.4038,39900
VNM,20150612,42.1850,42.1850,41.0132,41.4038,86640
VNM,20150611,41.7944,42.1850,41.7944,42.1850,144380
VNM,20150610,41.7944,42.1850,41.4038,41.7944,59460
VNM,20150609,42.1850,42.1850,41.7944,41.7944,64760
VNM,20150608,41.7944,42.1850,41.7944,42.1850,63350
VNM,20150605,41.7944,42.1850,41.4038,41.7944,72050
VNM,20150604,41.4038,42.1850,41.4038,41.7944,89660
VNM,20150603,41.4038,41.7944,41.0132,41.4038,115560
VNM,20150602,41.4038,41.4038,41.0132,41.4038,30810
VNM,20150601,41.0132,41.7944,41.0132,41.4038,124300
VNM,20150529,41.4038,41.4038,41.0132,41.0132,54090
VNM,20150528,41.4038,41.4038,41.0132,41.4038,40000
VNM,20150527,41.4038,41.4038,41.0132,41.4038,59630
VNM,20150526,41.4038,41.4038,41.0132,41.4038,96200
VNM,20150525,41.7944,41.7944,41.0132,41.4038,98370
VNM,20150522,41.4038,41.7944,41.4038,41.7944,46510
VNM,20150521,41.7944,41.7944,41.0132,41.4038,70130
VNM,20150520,41.0132,41.7944,40.6226,41.7944,183590
VNM,20150519,41.0132,41.0132,40.6226,41.0132,46220
VNM,20150518,41.0132,41.0132,40.2320,41.0132,88910
VNM,20150515,41.0132,41.4038,40.6226,41.0132,98340
VNM,20150514,41.0132,41.4038,40.6226,41.0132,90950
VNM,20150513,41.0132,41.4038,41.0132,41.0132,45230
VNM,20150512,41.4038,41.7944,41.0132,41.0132,59710
VNM,20150511,41.4038,41.7944,41.0132,41.4038,86210
VNM,20150508,41.4038,41.7944,41.4038,41.4038,72340
VNM,20150507,41.4038,42.1850,41.0132,41.4038,99090
VNM,20150506,41.4038,41.7944,41.0132,41.4038,118270
VNM,20150505,41.4038,41.4038,40.6226,41.4038,212020
VNM,20150504,42.1850,42.1850,41.4038,41.4038,161370
VNM,20150427,42.5756,42.5756,42.1850,42.1850,75170
VNM,20150424,42.1850,42.5756,42.1850,42.5756,136810
VNM,20150423,42.1850,42.5756,42.1850,42.1850,48320
VNM,20150422,42.1850,42.5756,41.7944,42.1850,45490
VNM,20150421,42.1850,42.5756,41.7944,42.1850,45020
VNM,20150420,42.1850,42.5756,41.7944,42.1850,131470
VNM,20150417,42.1850,42.5756,42.1850,42.1850,60780
VNM,20150416,42.5756,42.5756,42.1850,42.1850,70620
VNM,20150415,42.9662,42.9662,42.1850,42.5756,128590
VNM,20150414,42.9662,43.3568,42.5756,42.9662,200810
VNM,20150413,42.1850,43.3568,42.1850,42.9662,275880
VNM,20150410,41.4038,42.5756,41.4038,42.1850,232440
VNM,20150409,41.4038,41.7944,41.4038,41.4038,74090
VNM,20150408,41.4038,41.7944,41.4038,41.4038,146070
VNM,20150407,40.6226,41.4038,40.6226,41.4038,115100
VNM,20150406,41.0132,41.4038,40.6226,40.6226,85560
VNM,20150403,41.4038,41.4038,40.6226,41.0132,56560
VNM,20150402,41.0132,41.4038,40.6226,41.4038,97120
VNM,20150401,41.4038,41.4038,40.6226,41.0132,151380
VNM,20150331,41.0132,41.4038,40.6226,41.4038,92160
VNM,20150330,41.0132,41.4038,40.6226,41.0132,71360
VNM,20150327,41.7944,41.7944,41.0132,41.0132,80360
VNM,20150326,41.7944,41.7944,41.0132,41.7944,97830
VNM,20150325,41.7944,41.7944,41.0132,41.7944,91770
VNM,20150324,41.7944,41.7944,41.4038,41.7944,95440
VNM,20150323,41.7944,42.1850,41.4038,41.7944,111710
VNM,20150320,42.1850,42.1850,41.7944,41.7944,81770
VNM,20150319,42.5756,42.5756,41.7944,42.1850,116820
VNM,20150318,42.5756,42.5756,42.1850,42.5756,86590
VNM,20150317,42.5756,42.5756,42.1850,42.5756,68270
VNM,20150316,42.1850,42.5756,42.1850,42.5756,153740
VNM,20150313,42.5756,42.5756,41.7944,42.1850,163620
VNM,20150312,42.1850,42.5756,41.7944,42.5756,130340
VNM,20150311,42.1850,42.5756,41.7944,42.1850,163880
VNM,20150310,41.7944,42.1850,41.7944,42.1850,144290
VNM,20150309,41.7944,42.1850,41.7944,41.7944,70350
VNM,20150306,42.1850,42.5756,41.7944,41.7944,114590
VNM,20150305,42.5756,42.5756,41.7944,42.1850,91750
VNM,20150304,42.1850,42.5756,41.7944,42.5756,74470
VNM,20150303,41.7944,42.1850,41.4038,42.1850,115960
VNM,20150302,42.1850,42.5756,41.7944,41.7944,103370
VNM,20150227,42.1850,42.5756,41.7944,42.1850,83040
VNM,20150226,42.5756,42.9662,42.1850,42.1850,157380
VNM,20150225,41.7944,42.5756,41.7944,42.5756,175760
VNM,20150224,41.4038,41.7944,41.4038,41.7944,103010
VNM,20150213,41.0132,41.4038,40.6226,41.4038,145600
VNM,20150212,41.0132,41.0132,40.6226,41.0132,58830
VNM,20150211,40.2320,41.0132,40.2320,41.0132,185920
VNM,20150210,40.6226,40.6226,40.2320,40.2320,77410
VNM,20150209,40.2320,40.6226,39.8414,40.6226,97400
VNM,20150206,40.2320,40.6226,40.2320,40.2320,49540
VNM,20150205,40.2320,41.0132,39.8414,40.2320,155580
VNM,20150204,39.4508,40.2320,39.0602,40.2320,97720
VNM,20150203,40.2320,40.6226,39.4508,39.4508,172560
VNM,20150202,40.6226,41.0132,40.2320,40.2320,87980
VNM,20150130,41.0132,41.0132,40.2320,40.6226,145680
VNM,20150129,39.4508,41.0132,39.4508,41.0132,402090
VNM,20150128,39.8414,40.2320,39.4508,39.4508,82050
VNM,20150127,38.8649,40.6226,38.8649,39.8414,259390
VNM,20150126,39.0602,39.4508,38.8649,38.8649,115330
VNM,20150123,38.8649,39.4508,38.6696,39.0602,82550
VNM,20150122,39.0602,39.4508,38.8649,38.8649,42690
VNM,20150121,39.0602,39.8414,38.8649,39.0602,80930
VNM,20150120,38.8649,39.4508,38.4743,39.0602,70940
VNM,20150119,39.0602,39.0602,38.6696,38.8649,60950
VNM,20150116,39.0602,39.0602,38.8649,39.0602,33740
VNM,20150115,39.4508,39.4508,38.8649,39.0602,86090
VNM,20150114,39.8414,40.2320,39.0602,39.4508,87550
VNM,20150113,39.0602,39.8414,38.8649,39.8414,84550
VNM,20150112,40.2320,40.2320,39.0602,39.0602,148470
VNM,20150109,38.4743,40.2320,38.6696,40.2320,290390
VNM,20150108,38.2790,38.6696,38.0837,38.4743,70650
VNM,20150107,37.4978,38.4743,37.4978,38.2790,194130
VNM,20150106,37.4978,37.8884,37.1072,37.4978,100890
VNM,20150105,37.3025,37.6931,37.3025,37.4978,70290
VNM,20141231,36.7166,37.3025,36.9119,37.3025,102210
VNM,20141230,36.7166,36.7166,36.3260,36.7166,50370
VNM,20141229,36.7166,36.9119,36.3260,36.7166,97060
VNM,20141226,36.9119,37.1072,36.5213,36.7166,109890
VNM,20141225,37.1072,37.4978,36.7166,36.9119,89620
VNM,20141224,37.3025,37.4978,36.9119,37.1072,79670
VNM,20141223,36.5213,38.4743,36.3260,37.3025,245020
VNM,20141222,36.7166,36.7166,36.3260,36.5213,90260
VNM,20141219,36.7166,36.9119,36.1307,36.7166,135270
VNM,20141218,36.1307,36.7166,36.1307,36.7166,103250
VNM,20141217,38.0837,38.2790,36.1307,36.1307,232620
VNM,20141216,38.4743,38.4743,37.8884,38.0837,92140
VNM,20141215,38.6696,38.6696,38.4743,38.4743,46150
VNM,20141212,38.6696,38.6696,38.4743,38.6696,36450
VNM,20141211,38.6696,38.6696,38.2790,38.6696,27620
VNM,20141210,38.4743,38.6696,38.2790,38.6696,51450
VNM,20141209,38.8649,39.0602,38.4743,38.4743,153170
VNM,20141208,38.8649,39.0602,38.8649,38.8649,46290
VNM,20141205,39.4508,39.4508,38.8649,38.8649,48030
VNM,20141204,39.0602,39.4508,38.8649,39.4508,54480
VNM,20141203,38.8649,39.0602,38.8649,39.0602,29930
VNM,20141202,38.8649,39.0602,38.8649,38.8649,40720
VNM,20141201,38.6696,38.8649,38.2790,38.8649,50300
VNM,20141128,38.8649,38.8649,38.4743,38.6696,111560
VNM,20141127,39.0602,39.0602,38.6696,38.8649,90390
VNM,20141126,39.0602,39.4508,38.6696,39.0602,76560
VNM,20141125,39.0602,39.4508,39.0602,39.0602,91590
VNM,20141124,39.4508,39.4508,38.8649,39.0602,93240
VNM,20141121,39.4508,39.8414,39.4508,39.4508,73130
VNM,20141120,39.4508,39.8414,39.4508,39.4508,78550
VNM,20141119,40.2320,40.6226,39.4508,39.4508,136680
VNM,20141118,40.6226,40.6226,40.2320,40.2320,98550
VNM,20141117,40.6226,41.0132,40.2320,40.6226,87210
VNM,20141114,40.6226,41.0132,40.2320,40.6226,113180
VNM,20141113,40.6226,41.0132,40.6226,40.6226,68060
VNM,20141112,40.6226,41.0132,40.6226,40.6226,64430
VNM,20141111,40.6226,41.0132,40.6226,40.6226,82660
VNM,20141110,40.6226,41.0132,40.6226,40.6226,105440
VNM,20141107,40.6226,41.0132,40.6226,40.6226,90070
VNM,20141106,40.6226,41.0132,40.6226,40.6226,57790
VNM,20141105,41.0132,41.0132,40.2320,40.6226,163990
VNM,20141104,41.0132,41.4038,41.0132,41.0132,134860
VNM,20141103,41.0132,41.4038,41.0132,41.0132,81050
VNM,20141031,40.6226,41.0132,40.6226,41.0132,35750
VNM,20141030,40.6226,41.0132,40.6226,40.6226,49530
VNM,20141029,40.2320,41.0132,39.8414,40.6226,238380
VNM,20141028,40.6226,41.0132,40.2320,40.2320,110280
VNM,20141027,41.4038,41.4038,40.6226,40.6226,131430
VNM,20141024,41.7944,41.7944,41.0132,41.4038,95410
VNM,20141023,41.7944,42.1850,41.4038,41.7944,149160
VNM,20141022,41.7944,42.1850,41.4038,41.7944,92200
VNM,20141021,41.4038,42.1850,41.0132,41.7944,172480
VNM,20141020,41.7944,41.7944,41.0132,41.4038,63930
VNM,20141017,41.0132,41.7944,40.6226,41.7944,147420
VNM,20141016,41.4038,42.1850,41.0132,41.0132,292800
VNM,20141015,42.1850,42.1850,41.4038,41.4038,201610
VNM,20141014,42.5756,42.5756,42.1850,42.1850,106900
VNM,20141013,42.9662,42.9662,42.1850,42.5756,89590
VNM,20141010,42.9662,42.9662,42.1850,42.9662,136560
VNM,20141009,42.9662,43.7474,42.5756,42.9662,212200
VNM,20141008,41.4038,43.7474,41.4038,42.9662,424990
VNM,20141007,41.7944,41.7944,41.4038,41.4038,129900
VNM,20141006,41.7944,41.7944,41.0132,41.7944,259250
VNM,20141003,42.1850,42.1850,41.4038,41.7944,195200
VNM,20141002,41.7944,42.1850,41.4038,42.1850,87900
VNM,20141001,41.0132,42.1850,41.0132,41.7944,166100
VNM,20140930,41.0132,41.4038,40.6226,41.0132,217550
VNM,20140929,41.4038,41.4038,41.0132,41.0132,84300
VNM,20140926,41.4038,41.7944,41.0132,41.4038,112450
VNM,20140925,41.4038,41.7944,41.0132,41.4038,114700
VNM,20140924,42.1850,42.1850,41.4038,41.4038,60730
VNM,20140923,42.1850,42.1850,41.7944,42.1850,127910
VNM,20140922,41.4038,42.5756,41.4038,42.1850,138640
VNM,20140919,41.7944,41.7944,41.4038,41.4038,61020
VNM,20140918,41.7944,42.1850,41.4038,41.7944,165280
VNM,20140917,42.1850,42.5756,41.7944,41.7944,100720
VNM,20140916,42.1850,42.5756,41.7944,42.1850,81710
VNM,20140915,42.5756,42.5756,41.7944,42.1850,229470
VNM,20140912,42.5756,42.9662,42.1850,42.5756,95110
VNM,20140911,42.5756,42.9662,42.1850,42.5756,82750
VNM,20140910,42.9662,42.9662,42.1850,42.5756,180560
VNM,20140909,43.3568,43.7474,42.1850,42.9662,326820
VNM,20140908,43.3568,43.7474,42.9662,43.3568,219940
VNM,20140905,43.3568,43.7474,43.3568,43.3568,255710
VNM,20140904,43.7474,44.1380,43.3568,43.3568,64370
VNM,20140903,43.3568,44.1380,43.3568,43.7474,172300
VNM,20140829,43.3568,43.7474,43.3568,43.3568,120030
VNM,20140828,43.7474,44.1380,43.3568,43.3568,178150
VNM,20140827,43.7474,44.1380,43.7474,43.7474,89690
VNM,20140826,43.7474,44.5286,43.7474,43.7474,202450
VNM,20140825,44.1380,44.5286,43.7474,43.7474,376100
VNM,20140822,44.1380,44.5286,43.7474,44.1380,236600
VNM,20140821,43.7474,44.5286,43.7474,44.1380,173720
VNM,20140820,44.5286,44.5286,43.7474,43.7474,215940
VNM,20140819,44.9192,44.9192,44.1380,44.5286,244000
VNM,20140818,45.3098,45.3098,44.5286,44.9192,207280
VNM,20140815,45.3098,45.7004,44.9192,45.3098,237860
VNM,20140814,44.5286,45.3098,44.5286,45.3098,444600
VNM,20140813,43.9427,45.7004,44.1380,44.5286,742340
VNM,20140812,44.2635,44.2635,43.6220,43.9428,265420
VNM,20140811,44.9050,44.9050,44.2635,44.2635,255340
VNM,20140808,44.9050,45.2258,44.5843,44.9050,273930
VNM,20140807,44.2635,44.9050,44.2635,44.9050,247390
VNM,20140806,43.9428,44.2635,43.9428,44.2635,60980
VNM,20140805,43.9428,44.2635,43.6220,43.9428,100530
VNM,20140804,43.3013,43.9428,43.3013,43.9428,104770
VNM,20140801,43.6220,43.6220,43.3013,43.3013,130160
VNM,20140731,43.3013,43.6220,43.3013,43.6220,88370
VNM,20140730,43.6220,43.6220,42.9805,43.3013,110970
VNM,20140729,43.3013,43.9428,43.3013,43.6220,119310
VNM,20140728,43.6220,43.6220,42.6598,43.3013,224320
VNM,20140725,43.9428,43.9428,43.6220,43.6220,153460
VNM,20140724,43.6220,44.2635,43.6220,43.9428,135470
VNM,20140723,43.9428,43.9428,43.3013,43.6220,262350
VNM,20140722,44.5843,44.5843,43.6220,43.9428,160470
VNM,20140721,42.6598,44.5843,42.9805,44.5843,703510
VNM,20140718,41.3768,42.9805,41.3768,42.6598,461270
VNM,20140717,41.3768,41.3768,41.0560,41.3768,77000
VNM,20140716,41.3768,41.6975,41.3768,41.3768,183090
VNM,20140715,41.0560,41.6975,41.0560,41.3768,111170
VNM,20140714,40.7353,41.0560,40.7353,41.0560,103120
VNM,20140711,40.7353,41.0560,40.4145,40.7353,61470
VNM,20140710,41.0560,41.3768,40.4145,40.7353,170560
VNM,20140709,41.3768,41.3768,40.7353,41.0560,115540
VNM,20140708,41.3768,41.3768,40.7353,41.3768,159400
VNM,20140707,41.6975,42.0183,41.0560,41.3768,172450
VNM,20140704,40.7353,42.0183,41.0560,41.6975,468050
VNM,20140703,40.0938,40.7353,40.0938,40.7353,175410
VNM,20140702,39.1315,40.4145,39.1315,40.0938,266720
VNM,20140701,39.1315,39.4523,39.1315,39.1315,96620
VNM,20140630,39.1315,39.4523,38.8108,39.1315,62820
VNM,20140627,39.4523,39.4523,39.1315,39.1315,69240
VNM,20140626,39.1315,39.4523,39.1315,39.4523,80110
VNM,20140625,38.8108,39.4523,38.8108,39.1315,92390
VNM,20140624,38.8108,39.1315,38.8108,38.8108,56020
VNM,20140623,38.8108,39.1315,38.8108,38.8108,53690
VNM,20140620,38.8108,39.1315,38.8108,38.8108,82380
VNM,20140619,39.1315,39.1315,38.8108,38.8108,95070
VNM,20140618,39.1315,39.4523,38.8108,39.1315,97760
VNM,20140617,39.1315,39.4523,39.1315,39.1315,174680
VNM,20140616,39.1315,39.4523,39.1315,39.1315,49920
VNM,20140613,39.4523,39.7730,39.1315,39.1315,140310
VNM,20140612,39.1315,39.4523,39.1315,39.4523,105560
VNM,20140611,39.1315,39.4523,38.8108,39.1315,197300
VNM,20140610,39.7730,39.7730,39.1315,39.1315,159700
VNM,20140609,39.7730,40.0938,39.4523,39.7730,167320
VNM,20140606,39.7730,39.7730,39.4523,39.7730,31640
VNM,20140605,39.7730,40.0938,39.1315,39.7730,85820
VNM,20140604,39.7730,40.0938,39.4523,39.7730,182950
VNM,20140603,39.7730,40.0938,39.4523,39.7730,67150
VNM,20140602,39.4523,40.0938,39.1315,39.7730,145600
VNM,20140530,39.4523,40.0938,39.4523,39.4523,138880
VNM,20140529,39.4523,39.7730,39.1315,39.4523,77340
VNM,20140528,39.7730,40.0938,39.1315,39.4523,109830
VNM,20140527,39.4523,40.0938,39.1315,39.7730,155960
VNM,20140526,40.0938,40.0938,39.4523,39.4523,106630
VNM,20140523,40.4145,40.7353,40.0938,40.0938,76260
VNM,20140522,40.0938,41.0560,40.0938,40.4145,205250
VNM,20140521,39.4523,40.0938,39.4523,40.0938,117900
VNM,20140520,39.1315,39.7730,38.8108,39.4523,141870
VNM,20140519,38.8108,39.4523,38.4900,39.1315,165780
VNM,20140516,38.4900,39.1315,38.1693,38.8108,220610
VNM,20140515,39.7730,40.0938,38.1693,38.4900,303320
VNM,20140514,38.8108,39.7730,38.1693,39.7730,283680
VNM,20140513,39.1315,40.0938,38.8108,38.8108,235060
VNM,20140512,41.0250,41.0250,38.5004,39.1315,444150
VNM,20140509,39.4471,41.3406,39.4471,41.0250,255360
VNM,20140508,42.2873,42.2873,39.4471,39.4471,866350
VNM,20140507,41.9717,42.9185,41.9717,42.2873,96260
VNM,20140506,43.2340,43.2340,41.6561,41.9717,271300
VNM,20140505,43.8652,43.8652,42.9185,43.2340,264620
VNM,20140429,43.8652,44.1808,43.5496,43.8652,80990
VNM,20140428,44.4963,44.4963,43.8652,43.8652,157990
VNM,20140425,43.8652,44.8119,43.8652,44.4963,162140
VNM,20140424,43.8652,44.1808,43.5496,43.8652,148570
VNM,20140423,44.1808,44.1808,43.8652,43.8652,73720
VNM,20140422,43.8652,44.1808,43.5496,44.1808,160270
VNM,20140421,44.1808,44.1808,43.8652,43.8652,254000
VNM,20140418,44.4963,44.4963,43.8652,44.1808,252270
VNM,20140417,44.4963,44.8119,44.1808,44.4963,197770
VNM,20140416,44.4963,44.8119,43.8652,44.4963,267480
VNM,20140415,44.8119,45.1275,44.1808,44.4963,343490
VNM,20140414,45.1275,45.4431,44.8119,44.8119,376180
VNM,20140411,45.4431,45.7586,44.8119,45.1275,200970
VNM,20140410,46.3898,46.7054,45.4431,45.4431,415430
VNM,20140408,46.7054,47.0210,46.3898,46.3898,284200
VNM,20140407,45.7586,47.3365,46.3898,46.7054,761320
VNM,20140404,45.4431,45.7586,45.1275,45.7586,359580
VNM,20140403,44.4963,45.7586,44.4963,45.4431,277300
VNM,20140402,44.4963,44.8119,44.1808,44.4963,209510
VNM,20140401,44.4963,44.8119,44.1808,44.4963,181570
VNM,20140331,44.4963,45.1275,44.4963,44.4963,175880
VNM,20140328,44.1808,44.8119,44.1808,44.4963,208560
