<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
VNM,20100315,10.9313,11.1769,10.9313,10.9313,200590
VNM,20100312,10.9313,10.9927,10.8699,10.9313,104640
VNM,20100311,10.9927,11.0541,10.8699,10.9313,114560
VNM,20100310,11.2384,11.2384,10.9927,10.9927,142590
VNM,20100309,10.9313,11.4226,10.9927,11.2384,1059570
VNM,20100308,10.8085,11.2384,10.8699,10.9313,328580
VNM,20100305,10.7471,10.9313,10.6857,10.8085,257150
VNM,20100304,10.6242,10.9927,10.7471,10.7471,423030
VNM,20100303,10.3786,10.6857,10.5014,10.6242,182040
VNM,20100302,10.4400,10.6242,10.3786,10.3786,371080
VNM,20100301,10.4400,10.6857,10.4400,10.4400,314070
VNM,20100226,10.8085,10.8699,10.4400,10.4400,964030
VNM,20100225,10.6242,10.8699,10.7471,10.8085,591140
VNM,20100224,10.5028,10.6849,10.5028,10.6242,435280
VNM,20100223,10.8671,10.8671,10.5028,10.5028,542830
VNM,20100222,10.9885,10.9885,10.6849,10.8671,640640
VNM,20100212,10.8064,11.0492,10.8064,10.9885,1058090
VNM,20100211,10.3207,10.8064,10.4421,10.8064,1382690
VNM,20100210,9.8350,10.3207,9.8350,10.3207,615590
VNM,20100209,10.3207,10.3207,9.8350,9.8350,1991740
VNM,20100208,10.3207,10.3814,10.0778,10.3207,246070
VNM,20100205,10.8064,10.8064,10.3207,10.3207,551100
VNM,20100204,10.4421,10.9278,10.5028,10.8064,1188140
VNM,20100203,9.9564,10.4421,10.0171,10.4421,1539620
VNM,20100202,9.8350,10.0171,9.7136,9.9564,713690
VNM,20100201,9.4100,9.8350,9.4100,9.8350,258050
VNM,20100129,9.4707,9.5922,9.4100,9.4100,337550
VNM,20100128,9.4707,9.5922,9.4100,9.4707,163980
VNM,20100127,9.8957,9.8957,9.4707,9.4707,560860
VNM,20100126,9.4707,9.8957,9.5922,9.8957,620490
VNM,20100125,9.2279,9.4707,9.2279,9.4707,254610
VNM,20100122,9.2279,9.3493,9.1672,9.2279,259390
VNM,20100121,9.4707,9.4707,9.2279,9.2279,547510
VNM,20100120,9.0458,9.4707,9.0458,9.4707,606070
VNM,20100119,8.6208,9.0458,8.6815,9.0458,281670
VNM,20100118,8.9851,8.9851,8.6208,8.6208,264810
VNM,20100115,9.2279,9.2886,8.9851,8.9851,241100
VNM,20100114,9.2279,9.3493,9.1065,9.2279,175250
VNM,20100113,8.9851,9.2279,8.7422,9.2279,351930
VNM,20100112,9.2886,9.2886,8.9851,8.9851,362150
VNM,20100111,9.4100,9.4707,9.2886,9.2886,270860
VNM,20100108,9.7136,9.8957,9.4100,9.4100,391270
VNM,20100107,10.0171,10.0171,9.7136,9.7136,165310
VNM,20100106,9.9564,10.0778,9.7136,10.0171,320220
VNM,20100105,9.5315,9.9564,9.8350,9.9564,788950
VNM,20100104,9.1065,9.5315,9.1065,9.5315,522570
VNM,20091231,9.1065,9.2886,9.0458,9.1065,303560
VNM,20091230,9.0458,9.1672,8.9851,9.1065,176990
VNM,20091229,9.3493,9.4100,9.0458,9.0458,137750
VNM,20091228,8.9244,9.3493,8.9851,9.3493,371600
VNM,20091225,8.4994,8.9244,8.4994,8.9244,705200
VNM,20091224,8.4994,8.4994,8.3780,8.4994,271830
VNM,20091223,8.4387,8.4994,8.2565,8.4994,362480
VNM,20091222,8.4994,8.6208,8.4387,8.4387,371040
VNM,20091221,8.1351,8.4994,8.3780,8.4994,350320
VNM,20091218,7.7709,8.1351,8.0744,8.1351,417830
VNM,20091217,8.0744,8.0744,7.7709,7.7709,183600
VNM,20091216,8.4387,8.4387,8.0744,8.0744,339900
VNM,20091215,8.4387,8.4994,8.3173,8.4387,237800
VNM,20091214,8.3780,8.4994,8.3780,8.4387,220630
VNM,20091211,8.4387,8.4387,8.2565,8.3780,376760
VNM,20091210,8.8636,8.9244,8.4387,8.4387,923980
VNM,20091209,9.2279,9.2279,8.8029,8.8636,527930
VNM,20091208,9.2886,9.4100,9.1065,9.2279,395050
VNM,20091207,9.4100,9.4100,9.2279,9.2886,98800
VNM,20091204,9.4100,9.5315,9.3493,9.4100,273280
VNM,20091203,9.5922,9.5922,9.4100,9.4100,288200
VNM,20091202,9.6529,9.6529,9.4100,9.5922,271430
VNM,20091201,9.5315,9.7136,9.5922,9.6529,453080
VNM,20091130,9.4100,9.7136,9.4100,9.5315,234500
VNM,20091127,9.4100,9.8350,8.9851,9.4100,755480
VNM,20091126,9.8957,9.8957,9.4100,9.4100,452550
VNM,20091125,10.1993,10.1993,9.7136,9.8957,352730
VNM,20091124,10.1993,10.3207,10.1386,10.1993,209410
VNM,20091123,10.5635,10.5635,10.1993,10.1993,149040
VNM,20091120,10.5635,10.6242,10.5028,10.5635,390010
VNM,20091119,10.5028,10.6242,10.5028,10.5635,387080
VNM,20091118,10.2600,10.5028,10.2600,10.5028,582520
VNM,20091117,10.1993,10.2600,10.1386,10.2600,301350
VNM,20091116,10.3207,10.4421,10.1993,10.1993,174000
VNM,20091113,10.3207,10.3207,10.0778,10.3207,254020
VNM,20091112,10.3207,10.4421,10.3207,10.3207,232460
VNM,20091111,10.0171,10.3207,9.9564,10.3207,295090
VNM,20091110,9.8957,10.0778,9.8350,10.0171,328780
VNM,20091109,10.1993,10.1993,9.7743,9.8957,229510
VNM,20091106,10.1993,10.3814,10.1993,10.1993,321320
VNM,20091105,9.8957,10.3814,10.0171,10.1993,220610
VNM,20091104,9.8350,10.0778,9.7136,9.8957,365700
VNM,20091103,10.1993,10.1993,9.8350,9.8350,599180
VNM,20091102,10.6242,10.6242,10.1386,10.1993,545760
VNM,20091030,10.5635,10.8064,10.5028,10.6242,595340
VNM,20091029,10.8064,10.8064,10.3814,10.5635,564070
VNM,20091028,10.3207,10.8064,10.3207,10.8064,880660
VNM,20091027,10.3207,10.3814,10.1993,10.3207,643410
VNM,20091026,10.3814,10.4421,10.3207,10.3207,414370
VNM,20091023,10.4421,10.5028,10.3207,10.3814,664210
VNM,20091022,10.4421,10.5028,10.3207,10.4421,649040
VNM,20091021,10.5635,10.5635,10.3207,10.4421,502720
VNM,20091020,10.5635,10.7457,10.5635,10.5635,250520
VNM,20091019,10.6849,10.6849,10.5635,10.5635,337510
VNM,20091016,11.0492,11.0492,10.6849,10.6849,282560
VNM,20091015,10.9278,11.3527,11.0492,11.0492,646020
VNM,20091014,10.4421,10.9278,10.4421,10.9278,375850
VNM,20091013,10.7457,10.7457,10.4421,10.4421,373090
VNM,20091012,10.8064,10.8671,10.6849,10.7457,264260
VNM,20091009,10.8671,10.9278,10.7457,10.8064,651820
VNM,20091008,10.7457,10.9278,10.6849,10.8671,504710
VNM,20091007,10.2600,10.7457,10.2600,10.7457,538670
VNM,20091006,10.3207,10.3814,10.1993,10.2600,489010
VNM,20091005,10.3814,10.4421,10.1993,10.3207,288520
VNM,20091002,10.6849,10.6849,10.1993,10.3814,873070
VNM,20091001,10.9278,11.2313,10.6849,10.6849,667590
VNM,20090930,10.4421,10.9278,10.4421,10.9278,678350
VNM,20090929,10.6849,10.6849,10.4421,10.4421,920850
VNM,20090928,11.0492,11.1099,10.6849,10.6849,581330
VNM,20090925,10.9885,11.1706,10.8064,11.0492,559770
VNM,20090924,11.5349,11.5349,10.9885,10.9885,1131030
VNM,20090923,12.0206,12.0206,11.5349,11.5349,1145820
VNM,20090922,11.4742,12.0206,11.7170,12.0206,2191200
VNM,20090921,10.9278,11.4742,11.4742,11.4742,503510
VNM,20090918,10.4421,10.9278,10.9278,10.9278,577530
VNM,20090917,9.9564,10.4421,10.1385,10.4421,711440
VNM,20090916,10.1385,10.1385,9.8350,9.9564,245450
VNM,20090915,10.6242,10.6242,10.1385,10.1385,383940
VNM,20090914,10.3207,10.7456,10.5028,10.6242,271030
VNM,20090911,9.8350,10.3207,10.1992,10.3207,461500
VNM,20090910,9.4100,9.8350,9.7743,9.8350,344340
VNM,20090909,9.5314,9.5922,9.4100,9.4100,63130
VNM,20090908,9.1065,9.5314,9.2279,9.5314,240420
VNM,20090907,9.0458,9.1672,8.9851,9.1065,128120
VNM,20090904,9.2279,9.2886,8.9851,9.0458,139550
VNM,20090903,9.4707,9.4707,9.0458,9.2279,506420
VNM,20090901,9.5922,9.5922,9.4100,9.4707,94210
VNM,20090831,9.4707,9.5922,9.4707,9.5922,264350
VNM,20090828,9.3493,9.5922,9.4100,9.4707,192700
VNM,20090827,9.1065,9.3493,9.2279,9.3493,121990
VNM,20090826,9.5314,9.5314,9.1065,9.1065,229170
VNM,20090825,9.5922,9.5922,9.1672,9.5314,164620
VNM,20090824,9.7136,9.7136,9.5922,9.5922,219780
VNM,20090821,9.4100,9.8350,9.4100,9.7136,505720
VNM,20090820,8.9851,9.4100,9.1672,9.4100,207070
VNM,20090819,8.9851,9.1672,8.9851,8.9851,56190
VNM,20090818,9.1672,9.1672,8.9243,8.9851,126490
VNM,20090817,9.1065,9.2886,9.1065,9.1672,113260
VNM,20090814,8.9851,9.1065,8.9243,9.1065,126370
VNM,20090813,8.9851,9.0458,8.9243,8.9851,226530
VNM,20090812,9.1065,9.1672,8.9851,8.9851,157810
VNM,20090811,8.8029,9.1065,8.9851,9.1065,196940
VNM,20090810,8.5601,8.8029,8.5601,8.8029,122670
VNM,20090807,8.5601,8.6208,8.4994,8.5601,85680
VNM,20090806,8.6815,8.9243,8.3780,8.5601,131440
VNM,20090805,8.3780,8.7422,8.3780,8.6815,305660
VNM,20090804,8.0137,8.3780,8.2565,8.3780,268310
VNM,20090803,7.6494,8.0137,7.7101,8.0137,98280
VNM,20090731,7.4673,7.6494,7.4673,7.6494,276590
VNM,20090730,7.5280,7.5280,7.2245,7.4673,80040
VNM,20090729,7.5280,7.5887,7.5280,7.5280,231450
VNM,20090728,7.5280,7.5280,7.2852,7.5280,248020
VNM,20090727,7.2852,7.5280,7.2245,7.5280,242950
VNM,20090724,6.9816,7.2852,7.2245,7.2852,376280
VNM,20090723,6.8602,6.9816,6.8602,6.9816,254820
VNM,20090722,6.6781,6.9209,6.7995,6.8602,184970
VNM,20090721,6.6174,6.7388,6.6174,6.6781,227420
VNM,20090720,6.7995,6.7995,6.5567,6.6174,215070
VNM,20090717,7.1574,7.1574,6.7995,6.7995,343320
VNM,20090716,7.1574,7.3960,7.0977,7.1574,207640
VNM,20090715,6.8592,7.1574,6.9785,7.1574,395120
VNM,20090714,6.6802,6.9785,6.5609,6.8592,1036480
VNM,20090713,6.3820,6.6802,6.6802,6.6802,535160
VNM,20090710,6.0838,6.3820,6.3820,6.3820,49310
VNM,20090709,5.8452,6.0838,6.0838,6.0838,71590
VNM,20090708,5.6663,5.8452,5.6066,5.8452,187110
VNM,20090707,5.7856,5.7856,5.5470,5.6663,272760
VNM,20090706,5.5470,5.7856,5.5470,5.7856,200830
VNM,20090703,5.4277,5.5470,5.4575,5.5470,77110
VNM,20090702,5.3680,5.5470,5.3680,5.4277,203350
VNM,20090701,5.4873,5.4873,5.3680,5.3680,179890
VNM,20090630,5.6961,5.7259,5.4873,5.4873,74960
VNM,20090629,5.7856,5.8452,5.6961,5.6961,34310
VNM,20090626,5.7856,5.8154,5.7557,5.7856,177730
VNM,20090625,5.5768,5.7856,5.6066,5.7856,177000
VNM,20090624,5.3382,5.5768,5.4873,5.5768,74770
VNM,20090623,5.5768,5.5768,5.3084,5.3382,244700
VNM,20090622,5.6364,5.6364,5.4873,5.5768,44440
VNM,20090619,5.6364,5.7259,5.6066,5.6364,69950
VNM,20090618,5.3680,5.6364,5.5470,5.6364,76420
VNM,20090617,5.5470,5.5470,5.2786,5.3680,263160
VNM,20090616,5.8154,5.8154,5.5470,5.5470,304100
VNM,20090615,6.0838,6.0838,5.7856,5.8154,263770
VNM,20090612,6.2627,6.3224,6.0241,6.0838,137560
VNM,20090611,6.0241,6.3224,5.9645,6.2627,114680
VNM,20090610,6.3224,6.3224,6.0241,6.0241,240700
VNM,20090609,6.0241,6.3224,6.2031,6.3224,302620
VNM,20090608,5.7557,6.0241,6.0241,6.0241,142560
VNM,20090605,5.6066,5.8154,5.6961,5.7557,184360
VNM,20090604,5.5470,5.6364,5.5470,5.6066,245960
VNM,20090603,5.5470,5.5768,5.4873,5.5470,220290
VNM,20090602,5.4575,5.7259,5.4873,5.5470,199210
VNM,20090601,5.2487,5.4873,5.3680,5.4575,257090
VNM,20090529,5.3680,5.5768,5.2487,5.2487,129040
VNM,20090528,5.4575,5.4575,5.3084,5.3680,287870
VNM,20090527,5.4873,5.5470,5.4575,5.4575,162210
VNM,20090526,5.6364,5.6364,5.4873,5.4873,166350
VNM,20090525,5.4873,5.6663,5.4873,5.6364,151310
VNM,20090522,5.6364,5.6364,5.4873,5.4873,111790
VNM,20090521,5.6663,5.6663,5.6364,5.6364,143210
VNM,20090520,5.7259,5.7856,5.6364,5.6663,140220
VNM,20090519,5.7856,5.8750,5.7259,5.7259,110960
VNM,20090518,5.8452,5.8452,5.7557,5.7856,132700
VNM,20090515,5.6961,5.8452,5.7259,5.8452,114750
VNM,20090514,5.8452,5.8452,5.6663,5.6961,145800
VNM,20090513,5.8452,5.8750,5.7259,5.8452,175370
VNM,20090512,5.8452,5.8750,5.7856,5.8452,119050
VNM,20090511,5.6961,5.9347,5.7856,5.8452,163660
VNM,20090508,5.9048,5.9048,5.6961,5.6961,52790
VNM,20090507,5.7259,5.9048,5.7856,5.9048,89520
VNM,20090506,5.5470,5.7557,5.5470,5.7259,329780
VNM,20090505,5.3084,5.5470,5.5470,5.5470,221270
VNM,20090504,5.0698,5.3084,5.3084,5.3084,163680
VNM,20090429,5.0698,5.0996,5.0102,5.0698,30130
VNM,20090428,5.1593,5.1593,5.0400,5.0698,46830
VNM,20090427,4.9505,5.1593,5.0400,5.1593,150460
VNM,20090424,4.9505,4.9505,4.7716,4.9505,72480
VNM,20090423,5.0698,5.1295,4.9207,4.9505,25030
VNM,20090422,5.0102,5.2487,5.0698,5.0698,146400
VNM,20090421,4.7716,5.0102,4.6523,5.0102,171520
VNM,20090420,4.9803,4.9803,4.7418,4.7716,138330
VNM,20090417,5.2189,5.2189,4.9803,4.9803,178240
VNM,20090416,5.1891,5.3680,5.1295,5.2189,323320
VNM,20090415,5.2786,5.2786,5.1295,5.1891,437310
VNM,20090414,5.2786,5.4575,5.1295,5.2786,302310
VNM,20090413,5.0400,5.2786,5.0698,5.2786,215060
VNM,20090410,4.8909,5.1295,4.7716,5.0400,135420
VNM,20090409,4.9207,4.9803,4.8312,4.8909,41600
VNM,20090408,5.1593,5.1593,4.9207,4.9207,80990
VNM,20090407,5.0996,5.1891,5.0400,5.1593,69370
VNM,20090403,4.8909,5.1295,5.0102,5.0996,156500
VNM,20090402,4.7716,4.8909,4.7716,4.8909,39420
VNM,20090401,4.6821,4.8611,4.7418,4.7716,29920
VNM,20090331,4.7716,4.7716,4.6821,4.6821,54290
VNM,20090330,4.8014,4.8014,4.6821,4.7716,50630
VNM,20090327,4.8611,4.8611,4.7119,4.8014,76970
VNM,20090326,4.7716,4.8611,4.7716,4.8611,105600
VNM,20090325,4.7418,4.7716,4.7119,4.7716,75230
VNM,20090324,4.5330,4.7418,4.7119,4.7418,183430
VNM,20090323,4.5628,4.5628,4.5330,4.5330,46900
VNM,20090320,4.6225,4.6225,4.5330,4.5628,61430
VNM,20090319,4.7418,4.7418,4.5628,4.6225,44140
VNM,20090318,4.5628,4.7418,4.6821,4.7418,156800
VNM,20090317,4.4734,4.5927,4.5330,4.5628,62610
VNM,20090316,4.4435,4.5032,4.4435,4.4734,37510
VNM,20090313,4.4435,4.5032,4.4435,4.4435,35190
VNM,20090312,4.5032,4.5032,4.4435,4.4435,46600
VNM,20090311,4.5330,4.5628,4.4734,4.5032,42280
VNM,20090310,4.5032,4.5330,4.4435,4.5330,47670
VNM,20090309,4.4435,4.5032,4.4435,4.5032,41390
VNM,20090306,4.4435,4.4734,4.4435,4.4435,47800
VNM,20090305,4.5330,4.5628,4.4435,4.4435,55210
VNM,20090304,4.4137,4.5330,4.4435,4.5330,32380
VNM,20090303,4.5330,4.5330,4.4137,4.4137,36620
VNM,20090302,4.4435,4.5330,4.4435,4.5330,66360
VNM,20090227,4.3839,4.4734,4.2646,4.4435,70390
VNM,20090226,4.5628,4.5628,4.3839,4.3839,93720
VNM,20090225,4.3541,4.5628,4.4137,4.5628,116000
VNM,20090224,4.3839,4.3839,4.1751,4.3541,249370
VNM,20090223,4.4435,4.4435,4.3541,4.3839,134550
VNM,20090220,4.5330,4.5330,4.4137,4.4435,181370
VNM,20090219,4.4734,4.6225,4.5330,4.5330,74340
VNM,20090218,4.5628,4.5628,4.4435,4.4734,215000
VNM,20090217,4.7119,4.7119,4.5628,4.5628,151310
VNM,20090216,4.6821,4.7119,4.6523,4.7119,29090
VNM,20090213,4.7119,4.7418,4.6821,4.6821,80110
VNM,20090212,4.7119,4.7716,4.6821,4.7119,66040
VNM,20090211,4.7119,4.7119,4.6523,4.7119,57880
VNM,20090210,4.8312,4.8312,4.6523,4.7119,17680
VNM,20090209,4.8312,4.8909,4.8014,4.8312,48630
VNM,20090206,4.6225,4.8312,4.7119,4.8312,130120
VNM,20090205,4.6821,4.6821,4.5927,4.6225,74900
VNM,20090204,4.6821,4.7418,4.6821,4.6821,33820
VNM,20090203,4.8909,4.8909,4.6821,4.6821,106450
VNM,20090202,4.8909,4.9207,4.8909,4.8909,26960
VNM,20090123,4.8909,4.9207,4.8909,4.8909,52620
VNM,20090122,4.9505,4.9505,4.8909,4.8909,98530
VNM,20090121,5.0400,5.0400,4.9505,4.9505,80320
VNM,20090120,5.0400,5.0698,5.0102,5.0400,4930
VNM,20090119,5.0400,5.0698,5.0102,5.0400,28980
VNM,20090116,4.9505,5.0400,4.9505,5.0400,78340
VNM,20090115,5.0698,5.0698,4.9505,4.9505,170910
VNM,20090114,5.0102,5.0698,4.9505,5.0698,72860
VNM,20090113,5.0102,5.0102,4.9803,5.0102,28020
VNM,20090112,5.0698,5.0698,5.0102,5.0102,84160
VNM,20090109,5.1295,5.1295,5.0698,5.0698,238010
VNM,20090108,5.1593,5.2487,5.0996,5.1295,191380
VNM,20090107,5.0698,5.2786,5.1593,5.1593,218480
VNM,20090106,5.0102,5.1295,5.0698,5.0698,57160
VNM,20090105,5.0400,5.0400,4.9803,5.0102,107070
VNM,20090102,4.9505,5.0400,4.9505,5.0400,64000
VNM,20081231,4.9505,4.9505,4.8909,4.9505,70850
VNM,20081230,4.9505,4.9803,4.8909,4.9505,139250
VNM,20081229,4.9207,4.9505,4.9207,4.9505,36020
VNM,20081226,4.9207,4.9505,4.8909,4.9207,51190
VNM,20081225,4.9505,4.9505,4.8909,4.9207,27270
VNM,20081224,4.8909,4.9505,4.8611,4.9505,68760
VNM,20081223,5.0400,5.0400,4.8611,4.8909,122500
VNM,20081222,5.0102,5.0996,5.0102,5.0400,82270
VNM,20081219,4.9505,5.1295,4.9505,5.0102,177520
VNM,20081218,4.8909,4.9803,4.8909,4.9505,81480
VNM,20081217,4.8611,4.9505,4.7716,4.8909,99280
VNM,20081216,5.0102,5.0102,4.8014,4.8611,121110
VNM,20081215,4.8611,5.0102,4.8312,5.0102,103290
VNM,20081212,4.6523,4.8611,4.7418,4.8611,225990
VNM,20081211,4.4734,4.6523,4.5628,4.6523,263000
VNM,20081210,4.5032,4.5032,4.3839,4.4734,67250
VNM,20081209,4.2944,4.5032,4.2050,4.5032,92390
VNM,20081208,4.4734,4.4734,4.2646,4.2944,124000
VNM,20081205,4.5330,4.5330,4.3839,4.4734,81480
VNM,20081204,4.4734,4.5628,4.4137,4.5330,163960
VNM,20081203,4.4137,4.4734,4.3839,4.4734,80880
VNM,20081202,4.4734,4.4734,4.3541,4.4137,38400
VNM,20081201,4.5628,4.5628,4.4137,4.4734,130240
VNM,20081128,4.3541,4.5628,4.5330,4.5628,281340
VNM,20081127,4.4137,4.5927,4.3541,4.3541,119110
VNM,20081126,4.4495,4.5032,4.3541,4.4137,141920
VNM,20081125,4.5077,4.5949,4.4204,4.4495,498130
VNM,20081124,4.7112,4.8276,4.5077,4.5077,199520
VNM,20081121,4.7985,4.7985,4.5949,4.7112,76640
VNM,20081120,4.9439,4.9439,4.7112,4.7985,82770
VNM,20081119,4.9730,4.9730,4.9439,4.9439,60140
VNM,20081118,4.9439,4.9730,4.8567,4.9730,17960
VNM,20081117,5.0311,5.0311,4.9148,4.9439,37750
VNM,20081114,5.0311,5.1766,5.0311,5.0311,42780
VNM,20081113,4.7985,5.0311,4.7112,5.0311,104750
VNM,20081112,4.9730,4.9730,4.7403,4.7985,296900
VNM,20081111,5.2347,5.2347,4.9730,4.9730,71930
VNM,20081110,5.1184,5.2347,5.1475,5.2347,142860
VNM,20081107,5.3510,5.3510,5.0893,5.1184,294620
VNM,20081106,5.1766,5.3801,5.0311,5.3510,507500
VNM,20081105,4.9439,5.1766,5.1766,5.1766,264630
VNM,20081104,4.7112,4.9439,4.7112,4.9439,348370
VNM,20081103,4.5368,4.7403,4.5368,4.7112,233530
VNM,20081031,4.3332,4.5368,4.4786,4.5368,159170
VNM,20081030,4.1296,4.3332,4.1878,4.3332,282200
VNM,20081029,3.9551,4.1296,4.1296,4.1296,123380
VNM,20081028,4.0714,4.0714,3.8679,3.9551,163050
VNM,20081027,4.2750,4.2750,4.0714,4.0714,261440
VNM,20081024,4.4786,4.4786,4.2750,4.2750,199000
VNM,20081023,4.7112,4.7112,4.4786,4.4786,396910
VNM,20081022,4.8276,4.8276,4.6531,4.7112,172550
VNM,20081021,4.7403,4.8276,4.6531,4.8276,85780
VNM,20081020,4.7403,4.8567,4.5658,4.7403,145960
VNM,20081017,4.9730,4.9730,4.7403,4.7403,378900
VNM,20081016,5.2056,5.2056,4.9730,4.9730,292070
VNM,20081015,5.2056,5.2929,5.1766,5.2056,309380
VNM,20081014,4.9730,5.2056,5.2056,5.2056,200260
VNM,20081013,5.2056,5.2056,4.9730,4.9730,199420
VNM,20081010,5.4674,5.4674,5.2056,5.2056,223960
VNM,20081009,5.2347,5.4674,5.2347,5.4674,189440
VNM,20081008,5.2347,5.2929,5.1766,5.2347,269270
VNM,20081007,5.4383,5.4383,5.1766,5.2347,299450
VNM,20081006,5.4674,5.4674,5.2347,5.4383,263740
VNM,20081003,5.4965,5.4965,5.4092,5.4674,176320
VNM,20081002,5.5255,5.6709,5.4674,5.4965,241750
VNM,20081001,5.2638,5.5255,5.3801,5.5255,182630
VNM,20080930,5.5255,5.5255,5.2638,5.2638,459930
VNM,20080929,5.6709,5.7000,5.4674,5.5255,36350
VNM,20080926,5.4092,5.6709,5.5255,5.6709,155290
VNM,20080925,5.6419,5.6419,5.3801,5.4092,402720
VNM,20080924,5.9327,5.9327,5.6419,5.6419,84760
VNM,20080923,5.7873,6.0490,5.5255,5.9327,243000
VNM,20080922,5.5255,5.7873,5.7873,5.7873,31520
VNM,20080919,5.2638,5.5255,5.4965,5.5255,104930
VNM,20080918,5.5255,5.5255,5.2638,5.2638,164910
VNM,20080917,5.7582,5.7582,5.5255,5.5255,75180
VNM,20080916,6.0490,6.0490,5.7582,5.7582,88670
VNM,20080915,5.9327,6.2235,5.8164,6.0490,98130
VNM,20080912,6.0490,6.1653,5.8164,5.9327,78650
VNM,20080911,6.3398,6.3398,6.0490,6.0490,66470
VNM,20080910,6.2817,6.4562,6.2235,6.3398,55640
VNM,20080909,6.2235,6.3980,6.2235,6.2817,30490
VNM,20080908,6.5143,6.5143,6.2235,6.2235,68820
VNM,20080905,6.7470,6.7470,6.4562,6.5143,42840
VNM,20080904,6.4562,6.7470,6.6306,6.7470,245590
VNM,20080903,6.1653,6.4562,6.3980,6.4562,312910
VNM,20080829,6.4562,6.4562,6.1653,6.1653,442750
VNM,20080828,6.5725,6.5725,6.3980,6.4562,361620
VNM,20080827,6.8633,6.9796,6.5725,6.5725,321520
VNM,20080826,6.8633,7.1541,6.8633,6.8633,538250
VNM,20080825,6.6306,6.9215,6.6888,6.8633,235930
VNM,20080822,6.8051,6.8051,6.6306,6.6306,289380
VNM,20080821,6.6888,6.8051,6.6306,6.8051,258070
VNM,20080820,6.6306,6.7470,6.3398,6.6888,193150
VNM,20080819,6.6888,6.9796,6.5725,6.6306,487020
VNM,20080818,6.3980,6.6888,6.5725,6.6888,195120
VNM,20080815,6.2251,6.3980,6.3980,6.3980,73910
VNM,20080814,6.0522,6.2251,5.9369,6.2251,222630
VNM,20080813,6.0522,6.1098,5.9945,6.0522,92170
VNM,20080812,6.1674,6.3403,5.9945,6.0522,105180
VNM,20080811,5.9945,6.1674,6.0522,6.1674,61920
VNM,20080808,6.0522,6.1098,5.9369,5.9945,80170
VNM,20080807,5.9369,6.1098,6.0522,6.0522,228480
VNM,20080806,5.7640,5.9369,5.7640,5.9369,232670
VNM,20080805,5.9369,5.9369,5.7640,5.7640,36590
VNM,20080804,6.1098,6.1098,5.9369,5.9369,77450
VNM,20080801,6.2827,6.2827,6.1098,6.1098,176370
VNM,20080731,6.1674,6.2827,6.1098,6.2827,125420
VNM,20080730,5.9945,6.1674,6.1674,6.1674,171540
VNM,20080729,5.8216,5.9945,5.9945,5.9945,36580
VNM,20080728,5.7063,5.8216,5.5622,5.8216,277220
VNM,20080725,5.8792,5.8792,5.7063,5.7063,110790
VNM,20080724,6.0522,6.0522,5.8792,5.8792,337350
VNM,20080723,6.2251,6.2251,6.0522,6.0522,2170
VNM,20080722,6.3980,6.3980,6.2251,6.2251,8650
VNM,20080721,6.5709,6.5709,6.3980,6.3980,14160
VNM,20080718,6.7438,6.7438,6.5709,6.5709,54230
VNM,20080717,6.9167,6.9167,6.7438,6.7438,231120
VNM,20080716,7.0897,7.0897,6.9167,6.9167,64020
VNM,20080715,6.9167,7.0897,6.9744,7.0897,240460
VNM,20080714,6.8015,6.9744,6.8015,6.9167,130310
VNM,20080711,6.6285,6.8015,6.7438,6.8015,289280
VNM,20080710,6.4556,6.6285,6.5709,6.6285,324490
VNM,20080709,6.6285,6.6285,6.4556,6.4556,287040
VNM,20080708,6.6285,6.6285,6.4556,6.6285,129630
VNM,20080707,6.8015,6.9744,6.6285,6.6285,202790
VNM,20080704,6.6285,6.8015,6.8015,6.8015,157230
VNM,20080703,6.4556,6.6285,6.6285,6.6285,134410
VNM,20080702,6.2827,6.4556,6.4556,6.4556,217540
VNM,20080701,6.1098,6.2827,6.2827,6.2827,26260
VNM,20080630,5.9369,6.1098,6.0522,6.1098,95500
VNM,20080627,5.7640,5.9369,5.8216,5.9369,111050
VNM,20080626,5.6199,5.7640,5.7640,5.7640,129730
VNM,20080625,5.4758,5.6199,5.6199,5.6199,40310
VNM,20080624,5.3317,5.4758,5.4758,5.4758,37440
VNM,20080623,5.1876,5.3317,5.1587,5.3317,91880
VNM,20080620,5.3317,5.3317,5.1876,5.1876,154500
VNM,20080619,5.4758,5.4758,5.3317,5.3317,76910
VNM,20080618,5.3893,5.4758,5.4758,5.4758,129760
VNM,20080617,5.3028,5.3893,5.3893,5.3893,55150
VNM,20080616,5.2164,5.3028,5.1299,5.3028,200800
VNM,20080613,5.3028,5.3893,5.2164,5.2164,381270
VNM,20080612,5.3893,5.3893,5.3028,5.3028,108920
VNM,20080611,5.4758,5.4758,5.3893,5.3893,160500
VNM,20080610,5.5622,5.5622,5.4758,5.4758,180
VNM,20080609,5.6487,5.6487,5.5622,5.5622,14330
VNM,20080606,5.7640,5.7640,5.6487,5.6487,20360
VNM,20080605,5.8792,5.8792,5.7640,5.7640,6990
VNM,20080604,5.9945,5.9945,5.8792,5.8792,5610
VNM,20080603,6.1098,6.1098,5.9945,5.9945,5950
VNM,20080602,6.2251,6.2251,6.1098,6.1098,1280
VNM,20080530,6.3403,6.3403,6.2251,6.2251,4740
